repeat,frozen_manifest_sha256,case_index,instance,num_logical_qubits,num_physical_qubits,topology,routing_cx_count,smpr_wall_ms,smpr_peak_rss_bytes,smpr_swap,smpr_depth,smpr_branch,smpr_label,smpr_attempts,internal_lightsabre_swap,internal_lightsabre_depth,internal_lightsabre_budget_ms,independent_rollout_swap,independent_rollout_depth,cross_layout_attempts,variant,routing_trace_valid,topology_valid,safe_quality_floor,budget_multiplier,lightsabre_elapsed_ms,lightsabre_trials,lightsabre_swap,lightsabre_depth,lightsabre_best_seed,lightsabre_peak_rss_bytes,swap_gap_smpr_minus_lightsabre
2,90c4fb2b61206cd92cb72c11564ad252c705e3704a90ee0a8c728f702414901d,6,v7_qasmbench_bv_n19_heavy_hex_d3,19,19,heavy_hex_d3,18,630.3201999980956,79482880,14,64,lightsabre,lightsabre:seed12,26,14,64,116.64099956396967,41,79,5,adaptive_mapping/v1_best/k2,True,True,True,0.5,315.47340005636215,57,14,64,12,79396864,0
2,90c4fb2b61206cd92cb72c11564ad252c705e3704a90ee0a8c728f702414901d,6,v7_qasmbench_bv_n19_heavy_hex_d3,19,19,heavy_hex_d3,18,630.3201999980956,79482880,14,64,lightsabre,lightsabre:seed12,26,14,64,116.64099956396967,41,79,5,adaptive_mapping/v1_best/k2,True,True,True,1.0,634.9784999620169,116,14,64,12,79396864,0
2,90c4fb2b61206cd92cb72c11564ad252c705e3704a90ee0a8c728f702414901d,6,v7_qasmbench_bv_n19_heavy_hex_d3,19,19,heavy_hex_d3,18,630.3201999980956,79482880,14,64,lightsabre,lightsabre:seed12,26,14,64,116.64099956396967,41,79,5,adaptive_mapping/v1_best/k2,True,True,True,2.0,1262.3395000118762,231,13,60,197,79396864,1
2,90c4fb2b61206cd92cb72c11564ad252c705e3704a90ee0a8c728f702414901d,7,v7_qasmbench_qram_n20_heavy_hex_d5,20,57,heavy_hex_d5,136,24506.3908000011,90685440,70,298,lightsabre,lightsabre:seed1,26,70,298,297.31059982441366,76,325,5,adaptive_mapping/v1_best/k2,True,True,True,0.25,6132.851799950004,386,66,285,233,81911808,4
2,90c4fb2b61206cd92cb72c11564ad252c705e3704a90ee0a8c728f702414901d,7,v7_qasmbench_qram_n20_heavy_hex_d5,20,57,heavy_hex_d5,136,24506.3908000011,90685440,70,298,lightsabre,lightsabre:seed1,26,70,298,297.31059982441366,76,325,5,adaptive_mapping/v1_best/k2,True,True,True,0.5,12255.74749999214,772,66,285,233,81911808,4
2,90c4fb2b61206cd92cb72c11564ad252c705e3704a90ee0a8c728f702414901d,7,v7_qasmbench_qram_n20_heavy_hex_d5,20,57,heavy_hex_d5,136,24506.3908000011,90685440,70,298,lightsabre,lightsabre:seed1,26,70,298,297.31059982441366,76,325,5,adaptive_mapping/v1_best/k2,True,True,True,1.0,24509.34609991964,1548,62,274,943,81911808,8
2,90c4fb2b61206cd92cb72c11564ad252c705e3704a90ee0a8c728f702414901d,7,v7_qasmbench_qram_n20_heavy_hex_d5,20,57,heavy_hex_d5,136,24506.3908000011,90685440,70,298,lightsabre,lightsabre:seed1,26,70,298,297.31059982441366,76,325,5,adaptive_mapping/v1_best/k2,True,True,True,2.0,49021.32109995,3090,62,274,943,81911808,8
2,90c4fb2b61206cd92cb72c11564ad252c705e3704a90ee0a8c728f702414901d,8,v7_qasmbench_cat_state_n22_heavy_hex_d5,22,57,heavy_hex_d5,21,496.6384000144899,82128896,1,25,independent_rollout,native:early,26,17,70,167.8997998824343,1,25,5,adaptive_mapping/v1_best/k2,True,True,True,0.25,175.82999996375293,20,17,70,9,82132992,-16
2,90c4fb2b61206cd92cb72c11564ad252c705e3704a90ee0a8c728f702414901d,8,v7_qasmbench_cat_state_n22_heavy_hex_d5,22,57,heavy_hex_d5,21,496.6384000144899,82128896,1,25,independent_rollout,native:early,26,17,70,167.8997998824343,1,25,5,adaptive_mapping/v1_best/k2,True,True,True,0.5,250.711299944669,29,16,61,20,82132992,-15
2,90c4fb2b61206cd92cb72c11564ad252c705e3704a90ee0a8c728f702414901d,8,v7_qasmbench_cat_state_n22_heavy_hex_d5,22,57,heavy_hex_d5,21,496.6384000144899,82128896,1,25,independent_rollout,native:early,26,17,70,167.8997998824343,1,25,5,adaptive_mapping/v1_best/k2,True,True,True,1.0,496.93779996596277,59,15,67,53,82132992,-14
2,90c4fb2b61206cd92cb72c11564ad252c705e3704a90ee0a8c728f702414901d,8,v7_qasmbench_cat_state_n22_heavy_hex_d5,22,57,heavy_hex_d5,21,496.6384000144899,82128896,1,25,independent_rollout,native:early,26,17,70,167.8997998824343,1,25,5,adaptive_mapping/v1_best/k2,True,True,True,2.0,1001.0990999871865,122,15,61,116,82132992,-14
2,90c4fb2b61206cd92cb72c11564ad252c705e3704a90ee0a8c728f702414901d,9,v7_qasmbench_ghz_state_n23_heavy_hex_d5,23,57,heavy_hex_d5,22,645.0380999594927,82112512,1,26,independent_rollout,native:early,26,16,56,161.11609945073724,1,26,5,adaptive_mapping/v1_best/k2,True,True,True,0.25,183.61890001688153,20,16,56,12,79605760,-15
2,90c4fb2b61206cd92cb72c11564ad252c705e3704a90ee0a8c728f702414901d,9,v7_qasmbench_ghz_state_n23_heavy_hex_d5,23,57,heavy_hex_d5,22,645.0380999594927,82112512,1,26,independent_rollout,native:early,26,16,56,161.11609945073724,1,26,5,adaptive_mapping/v1_best/k2,True,True,True,0.5,322.82510004006326,34,14,65,20,79605760,-13
2,90c4fb2b61206cd92cb72c11564ad252c705e3704a90ee0a8c728f702414901d,9,v7_qasmbench_ghz_state_n23_heavy_hex_d5,23,57,heavy_hex_d5,22,645.0380999594927,82112512,1,26,independent_rollout,native:early,26,16,56,161.11609945073724,1,26,5,adaptive_mapping/v1_best/k2,True,True,True,1.0,651.2988000176847,72,14,65,20,79605760,-13
2,90c4fb2b61206cd92cb72c11564ad252c705e3704a90ee0a8c728f702414901d,9,v7_qasmbench_ghz_state_n23_heavy_hex_d5,23,57,heavy_hex_d5,22,645.0380999594927,82112512,1,26,independent_rollout,native:early,26,16,56,161.11609945073724,1,26,5,adaptive_mapping/v1_best/k2,True,True,True,2.0,1292.5620999885723,147,10,50,138,79605760,-9
